"mgi_symbol" "synonyms" "n_synonyms" "ensemble_ids" "n_ensembl_ids" "transcript_biotypes" "chromosome_name" "start_position" "end_position" "mgi_description"
"18351" "Gm24292" "" 0 "ENSMUSG00000064822" 1 "snRNA" "18" "7835177" "7835283" "predicted gene, 24292"
"18352" "Gm24295" "" 0 "ENSMUSG00000088923" 1 "snoRNA" "13" "82198870" "82199000" "predicted gene, 24295"
"18353" "Gm24296" "" 0 "ENSMUSG00000088922" 1 "snRNA" "12" "55043857" "55043962" "predicted gene, 24296"
"18354" "Gm24298" "" 0 "ENSMUSG00000088924" 1 "snoRNA" "10" "120441442" "120441501" "predicted gene, 24298"
"18355" "Gm24299" "" 0 "ENSMUSG00000088929" 1 "snoRNA" "9" "15225370" "15225440" "predicted gene, 24299"
"18356" "Gm24304" "" 0 "ENSMUSG00000119601" 1 "snRNA" "5" "80246755" "80246861" "predicted gene, 24304"
"18357" "Gm24305" "" 0 "ENSMUSG00000119670" 1 "snRNA" "12" "54781333" "54781496" "predicted gene, 24305"
"18358" "Gm24306" "" 0 "ENSMUSG00000118711" 1 "snoRNA" "7" "58999284" "58999362" "predicted gene, 24306"
"18359" "Gm2431" "" 0 "ENSMUSG00000090455" 1 "unprocessed_pseudogene" "7" "141811384" "141812091" "predicted gene 2431"
"18360" "Gm24310" "" 0 "ENSMUSG00000118902" 1 "snoRNA" "7" "59168159" "59168237" "predicted gene, 24310"
"18361" "Gm24311" "" 0 "ENSMUSG00000119602" 1 "snRNA" "5" "143950816" "143950919" "predicted gene, 24311"
"18362" "Gm24312" "" 0 "ENSMUSG00000119012" 1 "rRNA" "8" "124309589" "124309707" "predicted gene, 24312"
"18363" "Gm24313" "" 0 "ENSMUSG00000064495" 1 "snoRNA" "11" "6569808" "6569940" "predicted gene, 24313"
"18364" "Gm24314" "" 0 "ENSMUSG00000119270" 1 "snoRNA" "5" "87912538" "87912660" "predicted gene, 24314"
"18365" "Gm24316" "" 0 "ENSMUSG00002076109" 1 "snRNA" "14" "50968510" "50968616" "predicted gene, 24316"
"18366" "Gm24317" "" 0 "ENSMUSG00000096738" 1 "snRNA" "4" "15383148" "15383254" "predicted gene, 24317"
"18367" "Gm24318" "" 0 "ENSMUSG00000077678" 1 "snoRNA" "2" "94452303" "94452433" "predicted gene, 24318"
"18368" "Gm24319" "" 0 "ENSMUSG00000118757" 1 "snRNA" "19" "15657368" "15657474" "predicted gene, 24319"
"18369" "Gm24326" "" 0 "ENSMUSG00000077344" 1 "snoRNA" "12" "27681802" "27681926" "predicted gene, 24326"
"18370" "Gm24334" "" 0 "ENSMUSG00000077398" 1 "snoRNA" "12" "104385532" "104385659" "predicted gene, 24334"
"18371" "Gm24335" "" 0 "ENSMUSG00000077399" 1 "snoRNA" "8" "23780049" "23780180" "predicted gene, 24335"
"18372" "Gm24336" "" 0 "ENSMUSG00000077391" 1 "snoRNA" "19" "44102418" "44102563" "predicted gene, 24336"
"18373" "Gm24337" "" 0 "ENSMUSG00000077392" 1 "snoRNA" "4" "5687677" "5687802" "predicted gene, 24337"
"18374" "Gm24338" "" 0 "ENSMUSG00000077393" 1 "snoRNA" "9" "101100151" "101100277" "predicted gene, 24338"
"18375" "Gm24339" "" 0 "ENSMUSG00000077394" 1 "snoRNA" "9" "15237760" "15237835" "predicted gene, 24339"
"18376" "Gm24340" "" 0 "ENSMUSG00000077396" 1 "snRNA" "2" "7354908" "7355004" "predicted gene, 24340"
"18377" "Gm24341" "" 0 "ENSMUSG00000077397" 1 "snoRNA" "4" "33681367" "33681491" "predicted gene, 24341"
"18378" "Gm24343" "" 0 "ENSMUSG00000089333" 1 "snoRNA" "10" "14109257" "14109367" "predicted gene, 24343"
"18379" "Gm24345" "" 0 "ENSMUSG00000089331" 1 "snoRNA" "14" "100762680" "100762803" "predicted gene, 24345"
"18380" "Gm24347" "" 0 "ENSMUSG00000089336" 1 "snoRNA" "9" "64789066" "64789207" "predicted gene, 24347"
"18381" "Gm24348" "" 0 "ENSMUSG00000089335" 1 "snoRNA" "6" "48911728" "48911857" "predicted gene, 24348"
"18382" "Gm24349" "" 0 "ENSMUSG00000089334" 1 "snoRNA" "1" "53139209" "53139309" "predicted gene, 24349"
"18383" "Gm24350" "" 0 "ENSMUSG00000119112" 1 "snoRNA" "2" "42699047" "42699178" "predicted gene, 24350"
"18384" "Gm24352" "" 0 "ENSMUSG00000089591" 1 "snoRNA" "4" "118837515" "118837639" "predicted gene, 24352"
"18385" "Gm24355" "" 0 "ENSMUSG00000064792" 1 "snoRNA" "6" "52616219" "52616340" "predicted gene, 24355"
"18386" "Gm24356" "" 0 "ENSMUSG00000064793" 1 "snRNA" "7" "27822679" "27822784" "predicted gene, 24356"
"18387" "Gm24357" "" 0 "ENSMUSG00000064797" 1 "snoRNA" "9" "15226818" "15226891" "predicted gene, 24357"
"18388" "Gm2436" "" 0 "ENSMUSG00000112022" 1 "unprocessed_pseudogene" "12" "55188894" "55201681" "predicted gene 2436"
"18389" "Gm24362" "" 0 "ENSMUSG00000097995" 1 "lncRNA" "4" "135745382" "135745797" "predicted gene, 24362"
"18390" "Gm24373" "" 0 "ENSMUSG00000077581" 1 "snoRNA" "3" "156916566" "156916697" "predicted gene, 24373"
"18391" "Gm24374" "" 0 "ENSMUSG00000077582" 1 "snRNA" "10" "8518698" "8518803" "predicted gene, 24374"
"18392" "Gm24375" "" 0 "ENSMUSG00000077585" 1 "snoRNA" "8" "56974407" "56974538" "predicted gene, 24375"
"18393" "Gm24376" "" 0 "ENSMUSG00000077587" 1 "snoRNA" "4" "44412469" "44412595" "predicted gene, 24376"
"18394" "Gm24377" "" 0 "ENSMUSG00000077586" 1 "snoRNA" "12" "59712440" "59712570" "predicted gene, 24377"
"18395" "Gm24378" "" 0 "ENSMUSG00000084648" 1 "snRNA" "14" "47508316" "47508421" "predicted gene, 24378"
"18396" "Gm24379" "" 0 "ENSMUSG00000084644" 1 "misc_RNA" "2" "158329522" "158329607" "predicted gene, 24379"
"18397" "Gm24381" "" 0 "ENSMUSG00000084646" 1 "snRNA" "4" "149601636" "149601739" "predicted gene, 24381"
"18398" "Gm24382" "" 0 "ENSMUSG00000084647" 1 "snRNA" "3" "60035062" "60035168" "predicted gene, 24382"
"18399" "Gm24384" "" 0 "ENSMUSG00000119255" 1 "snRNA" "18" "64042153" "64042227" "predicted gene, 24384"
"18400" "Gm24388" "" 0 "ENSMUSG00000119736" 1 "snRNA" "14" "40143472" "40143578" "predicted gene, 24388"
"18401" "Gm24389" "" 0 "ENSMUSG00000118746" 1 "snRNA" "17" "34906670" "34906776" "predicted gene, 24389"
"18402" "Gm24390" "" 0 "ENSMUSG00000118695" 1 "snRNA" "15" "72362807" "72362868" "predicted gene, 24390"
"18403" "Gm24392" "" 0 "ENSMUSG00000088761" 1 "snRNA" "14" "56654223" "56654325" "predicted gene, 24392"
"18404" "Gm24393" "" 0 "ENSMUSG00000088760" 1 "snRNA" "9" "82345409" "82345505" "predicted gene, 24393"
"18405" "Gm24394" "" 0 "ENSMUSG00000088766" 1 "snoRNA" "14" "36334074" "36334196" "predicted gene, 24394"
"18406" "Gm24395" "" 0 "ENSMUSG00000088764" 1 "snoRNA" "3" "153570444" "153570568" "predicted gene, 24395"
"18407" "Gm24398" "" 0 "ENSMUSG00000088495" 1 "snoRNA" "11" "23122798" "23122906" "predicted gene, 24398"
"18408" "Gm24399" "" 0 "ENSMUSG00000088494" 1 "snRNA" "5" "65818149" "65818222" "predicted gene, 24399"
"18409" "Gm24400" "" 0 "ENSMUSG00000088490" 1 "snRNA" "19" "43845684" "43845790" "predicted gene, 24400"
"18410" "Gm24401" "" 0 "ENSMUSG00000088493" 1 "snoRNA" "18" "37839032" "37839122" "predicted gene, 24401"
"18411" "Gm24403" "" 0 "ENSMUSG00000077804" 1 "snoRNA" "3" "88956305" "88956434" "predicted gene, 24403"
"18412" "Gm24405" "" 0 "ENSMUSG00000064967" 1 "snRNA" "1" "178464470" "178464636" "predicted gene, 24405"
"18413" "Gm24407" "" 0 "ENSMUSG00000119132" 1 "snRNA" "5" "115628313" "115628453" "predicted gene, 24407"
"18414" "Gm24409" "" 0 "ENSMUSG00000088506" 1 "snRNA" "2" "122215970" "122216121" "predicted gene, 24409"
"18415" "Gm24410" "" 0 "ENSMUSG00000118763" 1 "snRNA" "8" "27911352" "27911458" "predicted gene, 24410"
"18416" "Gm24411" "" 0 "ENSMUSG00000065362" 1 "snoRNA" "2" "158198344" "158198474" "predicted gene, 24411"
"18417" "Gm24412" "" 0 "ENSMUSG00000065360" 1 "snoRNA" "7" "97171015" "97171123" "predicted gene, 24412"
"18418" "Gm24414" "" 0 "ENSMUSG00000119511" 1 "snRNA" "7" "11701077" "11701183" "predicted gene, 24414"
"18419" "Gm24415" "" 0 "ENSMUSG00000119473" 1 "snRNA" "15" "89938612" "89938718" "predicted gene, 24415"
"18420" "Gm24416" "" 0 "ENSMUSG00000119763" 1 "snoRNA" "X" "134346268" "134346381" "predicted gene, 24416"
"18421" "Gm24417" "" 0 "ENSMUSG00000119746" 1 "snoRNA" "7" "59012376" "59012454" "predicted gene, 24417"
"18422" "Gm24418" "" 0 "ENSMUSG00000119560" 1 "snoRNA" "7" "59087767" "59087845" "predicted gene, 24418"
"18423" "Gm24422" "" 0 "ENSMUSG00000088425" 1 "snoRNA" "11" "48575536" "48575654" "predicted gene, 24422"
"18424" "Gm24423" "" 0 "ENSMUSG00000075934" 1 "snRNA" "8" "22038076" "22038181" "predicted gene, 24423"
"18425" "Gm24424" "" 0 "ENSMUSG00000118894" 1 "snRNA" "14" "54687415" "54687521" "predicted gene, 24424"
"18426" "Gm24429" "" 0 "ENSMUSG00000077264" 1 "snoRNA" "12" "34945023" "34945154" "predicted gene, 24429"
"18427" "Gm24430" "" 0 "ENSMUSG00000077265" 1 "snRNA" "10" "85874549" "85874652" "predicted gene, 24430"
"18428" "Gm24432" "" 0 "ENSMUSG00000077263" 1 "snoRNA" "18" "34226498" "34226623" "predicted gene, 24432"
"18429" "Gm24433" "" 0 "ENSMUSG00000077268" 1 "snoRNA" "10" "95734465" "95734597" "predicted gene, 24433"
"18430" "Gm24434" "" 0 "ENSMUSG00000077269" 1 "snoRNA" "12" "39671414" "39671545" "predicted gene, 24434"
"18431" "Gm24435" "" 0 "ENSMUSG00000088511" 1 "snRNA" "3" "97047868" "97047977" "predicted gene, 24435"
"18432" "Gm24437" "" 0 "ENSMUSG00000088517" 1 "snRNA" "16" "36141843" "36141946" "predicted gene, 24437"
"18433" "Gm24440" "" 0 "ENSMUSG00000087861" 1 "snRNA" "16" "24225105" "24225167" "predicted gene, 24440"
"18434" "Gm24443" "" 0 "ENSMUSG00000087867" 1 "snoRNA" "6" "25078771" "25078902" "predicted gene, 24443"
"18435" "Gm24445" "" 0 "ENSMUSG00000119529" 1 "snRNA" "8" "123709576" "123709682" "predicted gene, 24445"
"18436" "Gm24446" "" 0 "ENSMUSG00000065916" 1 "snRNA" "11" "40925795" "40925950" "predicted gene, 24446"
"18437" "Gm24448" "" 0 "ENSMUSG00000119757" 1 "snRNA" "4" "63485899" "63486005" "predicted gene, 24448"
"18438" "Gm24449" "" 0 "ENSMUSG00000065919" 1 "snRNA" "12" "69632927" "69633032" "predicted gene, 24449"
"18439" "Gm2445" "" 0 "ENSMUSG00000098113" 1 "processed_pseudogene" "13" "98538603" "98539591" "predicted gene 2445"
"18440" "Gm24451" "" 0 "ENSMUSG00000065287" 1 "snoRNA" "2" "130118157" "130118289" "predicted gene, 24451"
"18441" "Gm24452" "" 0 "ENSMUSG00000065281" 1 "snoRNA" "19" "8701895" "8701966" "predicted gene, 24452"
"18442" "Gm24453" "" 0 "ENSMUSG00000065280" 1 "snoRNA" "19" "8702232" "8702307" "predicted gene, 24453"
"18443" "Gm24454" "" 0 "ENSMUSG00000065283" 1 "snoRNA" "11" "79784410" "79784541" "predicted gene, 24454"
"18444" "Gm24455" "" 0 "ENSMUSG00000065282" 1 "snoRNA" "9" "15225098" "15225228" "predicted gene, 24455"
"18445" "Gm24456" "" 0 "ENSMUSG00000119894" 1 "snRNA" "3" "123536946" "123537052" "predicted gene, 24456"
"18446" "Gm24457" "" 0 "ENSMUSG00000065130" 1 "snRNA" "3" "142478733" "142478837" "predicted gene, 24457"
"18447" "Gm24458" "" 0 "ENSMUSG00000118687" 1 "snRNA" "3" "151313980" "151314086" "predicted gene, 24458"
"18448" "Gm24459" "" 0 "ENSMUSG00000064664" 1 "snRNA" "8" "125083977" "125084062" "predicted gene, 24459"
"18449" "Gm2446" "" 0 "ENSMUSG00000112690" 1 "unprocessed_pseudogene" "12" "55263961" "55276745" "predicted gene 2446"
"18450" "Gm24460" "" 0 "ENSMUSG00000064665" 1 "snoRNA" "X" "150322696" "150322801" "predicted gene, 24460"
"18451" "Gm24461" "" 0 "ENSMUSG00000064669" 1 "snRNA" "2" "80389029" "80389131" "predicted gene, 24461"
"18452" "Gm24463" "" 0 "ENSMUSG00000118728" 1 "snoRNA" "9" "88957389" "88957460" "predicted gene, 24463"
"18453" "Gm24464" "" 0 "ENSMUSG00000119516" 1 "snRNA" "7" "18479028" "18479134" "predicted gene, 24464"
"18454" "Gm24465" "" 0 "ENSMUSG00000119063" 1 "snRNA" "1" "97977547" "97977653" "predicted gene, 24465"
"18455" "Gm24467" "" 0 "ENSMUSG00000088512" 1 "snoRNA" "2" "40188529" "40188654" "predicted gene, 24467"
"18456" "Gm24468" "" 0 "ENSMUSG00000077677" 1 "snRNA" "4" "101043961" "101044064" "predicted gene, 24468"
"18457" "Gm24469" "" 0 "ENSMUSG00000077675" 1 "snoRNA" "8" "18562531" "18562661" "predicted gene, 24469"
"18458" "Gm2447" "" 0 "ENSMUSG00000102785" 1 "lncRNA" "3" "52647137" "52684077" "predicted gene 2447"
"18459" "Gm24470" "" 0 "ENSMUSG00000077674" 1 "snoRNA" "X" "81735845" "81735976" "predicted gene, 24470"
"18460" "Gm24471" "" 0 "ENSMUSG00000077673" 1 "snoRNA" "13" "99828907" "99829037" "predicted gene, 24471"
"18461" "Gm24472" "" 0 "ENSMUSG00000077672" 1 "snoRNA" "3" "86974200" "86974331" "predicted gene, 24472"
"18462" "Gm24473" "" 0 "ENSMUSG00000077671" 1 "snoRNA" "2" "164463842" "164463972" "predicted gene, 24473"
"18463" "Gm24474" "" 0 "ENSMUSG00000114005" 1 "lncRNA" "12" "70696719" "70795623" "predicted gene, 24474"
"18464" "Gm24475" "" 0 "ENSMUSG00000088060" 1 "snoRNA" "17" "74307855" "74307997" "predicted gene, 24475"
"18465" "Gm2448" "peroxiredoxin 3 pseudogene" 1 "ENSMUSG00000108913" 1 "processed_pseudogene" "8" "8504871" "8505429" "predicted gene 2448"
"18466" "Gm24481" "" 0 "ENSMUSG00000087835" 1 "snRNA" "3" "92856465" "92856566" "predicted gene, 24481"
"18467" "Gm24486" "" 0 "ENSMUSG00000118918" 1 "snRNA" "10" "70717934" "70718040" "predicted gene, 24486"
"18468" "Gm24487" "" 0 "ENSMUSG00000118712" 1 "snRNA" "15" "30601660" "30601722" "predicted gene, 24487"
"18469" "Gm2449" "" 0 "ENSMUSG00000097223" 1 "lncRNA" "9" "119716515" "119723929" "predicted gene 2449"
"18470" "Gm24490" "" 0 "ENSMUSG00000065737" 1 "snRNA" "8" "87019130" "87019227" "predicted gene, 24490"
"18471" "Gm24491" "" 0 "ENSMUSG00000065733" 1 "snRNA" "X" "105693519" "105693625" "predicted gene, 24491"
"18472" "Gm24492" "" 0 "ENSMUSG00000065732" 1 "snRNA" "17" "84595069" "84595175" "predicted gene, 24492"
"18473" "Gm24493" "" 0 "ENSMUSG00000119532" 1 "snoRNA" "X" "36813858" "36814000" "predicted gene, 24493"
"18474" "Gm24494" "" 0 "ENSMUSG00000065738" 1 "snoRNA" "3" "153617247" "153617327" "predicted gene, 24494"
"18475" "Gm24495" "" 0 "ENSMUSG00000119528" 1 "snoRNA" "7" "59156946" "59157024" "predicted gene, 24495"
"18476" "Gm24497" "" 0 "ENSMUSG00000119873" 1 "snRNA" "1" "72283372" "72283562" "predicted gene, 24497"
"18477" "Gm24499" "" 0 "ENSMUSG00000089071" 1 "snRNA" "12" "69199048" "69199151" "predicted gene, 24499"
"18478" "Gm24502" "" 0 "ENSMUSG00000089078" 1 "snRNA" "5" "75721706" "75721810" "predicted gene, 24502"
"18479" "Gm24503" "" 0 "ENSMUSG00000089079" 1 "snoRNA" "3" "50746002" "50746136" "predicted gene, 24503"
"18480" "Gm24504" "" 0 "ENSMUSG00000088304" 1 "snRNA" "18" "64919400" "64919499" "predicted gene, 24504"
"18481" "Gm24505" "" 0 "ENSMUSG00000088307" 1 "snoRNA" "7" "34916660" "34916785" "predicted gene, 24505"
"18482" "Gm24507" "" 0 "ENSMUSG00000088308" 1 "snoRNA" "13" "90247100" "90247233" "predicted gene, 24507"
"18483" "Gm24508" "" 0 "ENSMUSG00000119180" 1 "snRNA" "16" "84091423" "84091529" "predicted gene, 24508"
"18484" "Gm2451" "" 0 "ENSMUSG00000106574" 1 "processed_pseudogene" "3" "139355140" "139356138" "predicted pseudogene 2451"
"18485" "Gm24512" "" 0 "ENSMUSG00000092704" 1 "snRNA" "5" "22850117" "22850181" "predicted gene, 24512"
"18486" "Gm24514" "" 0 "ENSMUSG00000092702" 1 "misc_RNA" "18" "55755708" "55755992" "predicted gene, 24514"
"18487" "Gm24517" "" 0 "ENSMUSG00000119277" 1 "snRNA" "1" "134208623" "134208729" "predicted gene, 24517"
"18488" "Gm24518" "" 0 "ENSMUSG00000119764" 1 "snoRNA" "7" "59378429" "59378522" "predicted gene, 24518"
"18489" "Gm24519" "" 0 "ENSMUSG00000119468" 1 "snoRNA" "13" "76752438" "76752569" "predicted gene, 24519"
"18490" "Gm24521" "" 0 "ENSMUSG00000065892" 1 "snRNA" "19" "12642619" "12642725" "predicted gene, 24521"
"18491" "Gm24522" "" 0 "ENSMUSG00000065898" 1 "snRNA" "X" "127601295" "127601402" "predicted gene, 24522"
"18492" "Gm24523" "" 0 "ENSMUSG00000065899" 1 "snoRNA" "15" "34440937" "34441068" "predicted gene, 24523"
"18493" "Gm24524" "" 0 "ENSMUSG00000064859" 1 "snRNA" "5" "86227625" "86227794" "predicted gene, 24524"
"18494" "Gm24525" "" 0 "ENSMUSG00000064851" 1 "snRNA" "5" "7227706" "7227856" "predicted gene, 24525"
"18495" "Gm24526" "" 0 "ENSMUSG00000064855" 1 "snRNA" "9" "62934842" "62934999" "predicted gene, 24526"
"18496" "Gm24527" "" 0 "ENSMUSG00000064854" 1 "snRNA" "13" "106916622" "106916728" "predicted gene, 24527"
"18497" "Gm24528" "" 0 "ENSMUSG00000119863" 1 "snoRNA" "7" "59065338" "59065416" "predicted gene, 24528"
"18498" "Gm2453" "" 0 "ENSMUSG00000102909" 1 "lncRNA" "1" "167112637" "167117425" "predicted gene 2453"
"18499" "Gm24533" "" 0 "ENSMUSG00000065072" 1 "snoRNA" "6" "73118468" "73118663" "predicted gene, 24533"
"18500" "Gm24535" "" 0 "ENSMUSG00000065074" 1 "snRNA" "X" "21767971" "21768077" "predicted gene, 24535"
"18501" "Gm24536" "" 0 "ENSMUSG00000065078" 1 "snRNA" "6" "29963554" "29963660" "predicted gene, 24536"
"18502" "Gm24537" "" 0 "ENSMUSG00000088575" 1 "snRNA" "7" "4741831" "4741932" "predicted gene, 24537"
"18503" "Gm24538" "" 0 "ENSMUSG00000118780" 1 "snRNA" "5" "29686523" "29686629" "predicted gene, 24538"
"18504" "Gm24539" "" 0 "ENSMUSG00000119163" 1 "snoRNA" "13" "62284744" "62284876" "predicted gene, 24539"
"18505" "Gm24540" "" 0 "ENSMUSG00000119684" 1 "snRNA" "14" "74005302" "74005408" "predicted gene, 24540"
"18506" "Gm24546" "" 0 "ENSMUSG00000089277" 1 "snRNA" "9" "18590424" "18590525" "predicted gene, 24546"
"18507" "Gm24547" "" 0 "ENSMUSG00000089274" 1 "snRNA" "1" "122438278" "122438426" "predicted gene, 24547"
"18508" "Gm24548" "" 0 "ENSMUSG00000089275" 1 "snoRNA" "1" "58194140" "58194247" "predicted gene, 24548"
"18509" "Gm24549" "" 0 "ENSMUSG00000089272" 1 "snoRNA" "2" "54456010" "54456148" "predicted gene, 24549"
"18510" "Gm24552" "" 0 "ENSMUSG00000089271" 1 "snRNA" "7" "90892203" "90892305" "predicted gene, 24552"
"18511" "Gm24553" "" 0 "ENSMUSG00000089278" 1 "snoRNA" "1" "107367777" "107367907" "predicted gene, 24553"
"18512" "Gm24554" "" 0 "ENSMUSG00000089279" 1 "snoRNA" "15" "30004208" "30004280" "predicted gene, 24554"
"18513" "Gm24555" "" 0 "ENSMUSG00000077736" 1 "snoRNA" "1" "83899639" "83899762" "predicted gene, 24555"
"18514" "Gm24556" "" 0 "ENSMUSG00000077735" 1 "snoRNA" "5" "147136934" "147137063" "predicted gene, 24556"
"18515" "Gm24564" "" 0 "ENSMUSG00000064452" 1 "snoRNA" "12" "109597508" "109597582" "predicted gene, 24564"
"18516" "Gm24565" "" 0 "ENSMUSG00000118937" 1 "snRNA" "6" "97707400" "97707506" "predicted gene, 24565"
"18517" "Gm24566" "" 0 "ENSMUSG00000119387" 1 "snoRNA" "7" "59095251" "59095329" "predicted gene, 24566"
"18518" "Gm24568" "" 0 "ENSMUSG00000119855" 1 "snoRNA" "8" "21585640" "21585731" "predicted gene, 24568"
"18519" "Gm24569" "" 0 "ENSMUSG00000118857" 1 "snRNA" "16" "36077876" "36077979" "predicted gene, 24569"
"18520" "Gm24570" "" 0 "ENSMUSG00000119020" 1 "snoRNA" "7" "59222455" "59222533" "predicted gene, 24570"
"18521" "Gm24574" "" 0 "ENSMUSG00000093242" 1 "miRNA" "2" "75489588" "75489661" "predicted gene, 24574"
"18522" "Gm24576" "" 0 "ENSMUSG00000093249" 1 "misc_RNA" "7" "15680173" "15680420" "predicted gene, 24576"
"18523" "Gm24577" "" 0 "ENSMUSG00000089205" 1 "snRNA" "X" "100049427" "100049489" "predicted gene, 24577"
"18524" "Gm24578" "" 0 "ENSMUSG00000077158" 1 "snoRNA" "14" "10135859" "10135987" "predicted gene, 24578"
"18525" "Gm24579" "" 0 "ENSMUSG00000077152" 1 "snoRNA" "16" "8220678" "8220821" "predicted gene, 24579"
"18526" "Gm24580" "" 0 "ENSMUSG00000077153" 1 "snoRNA" "8" "64331230" "64331360" "predicted gene, 24580"
"18527" "Gm24581" "" 0 "ENSMUSG00000077150" 1 "snoRNA" "7" "134733243" "134733375" "predicted gene, 24581"
"18528" "Gm24582" "" 0 "ENSMUSG00000077155" 1 "snRNA" "11" "57632126" "57632228" "predicted gene, 24582"
"18529" "Gm24584" "" 0 "ENSMUSG00000119833" 1 "snRNA" "3" "83609559" "83609665" "predicted gene, 24584"
"18530" "Gm24585" "" 0 "ENSMUSG00000118676" 1 "snoRNA" "7" "59185004" "59185082" "predicted gene, 24585"
"18531" "Gm24592" "" 0 "ENSMUSG00000084454" 1 "snRNA" "6" "120357995" "120358100" "predicted gene, 24592"
"18532" "Gm24593" "" 0 "ENSMUSG00000084456" 1 "snRNA" "3" "90455926" "90456031" "predicted gene, 24593"
"18533" "Gm24595" "" 0 "ENSMUSG00000084450" 1 "snoRNA" "X" "93498616" "93498725" "predicted gene, 24595"
"18534" "Gm24596" "" 0 "ENSMUSG00000084453" 1 "snRNA" "7" "126163046" "126163152" "predicted gene, 24596"
"18535" "Gm24598" "" 0 "ENSMUSG00000084459" 1 "snoRNA" "X" "63540190" "63540263" "predicted gene, 24598"
"18536" "Gm24599" "" 0 "ENSMUSG00000119417" 1 "snoRNA" "19" "11584753" "11584802" "predicted gene, 24599"
"18537" "Gm24607" "" 0 "ENSMUSG00000077561" 1 "snoRNA" "4" "22396570" "22396702" "predicted gene, 24607"
"18538" "Gm24608" "" 0 "ENSMUSG00000077569" 1 "snoRNA" "3" "89917902" "89918037" "predicted gene, 24608"
"18539" "Gm24609" "" 0 "ENSMUSG00000119696" 1 "snoRNA" "7" "59345492" "59345585" "predicted gene, 24609"
"18540" "Gm24610" "" 0 "ENSMUSG00000065204" 1 "snoRNA" "19" "46347475" "46347583" "predicted gene, 24610"
"18541" "Gm24611" "" 0 "ENSMUSG00002076678" 1 "snRNA" "6" "42314611" "42314717" "predicted gene, 24611"
"18542" "Gm24612" "" 0 "ENSMUSG00000119381" 1 "snRNA" "11" "82486899" "82487005" "predicted gene, 24612"
"18543" "Gm24613" "" 0 "ENSMUSG00000065200" 1 "snoRNA" "12" "31308932" "31309061" "predicted gene, 24613"
"18544" "Gm24614" "" 0 "ENSMUSG00000065203" 1 "snRNA" "3" "8494218" "8494324" "predicted gene, 24614"
"18545" "Gm24615" "" 0 "ENSMUSG00000065202" 1 "snoRNA" "9" "70382766" "70382878" "predicted gene, 24615"
"18546" "Gm24616" "" 0 "ENSMUSG00000065208" 1 "snoRNA" "16" "22930367" "22930505" "predicted gene, 24616"
"18547" "Gm24618" "" 0 "ENSMUSG00000119371" 1 "snoRNA" "7" "59396173" "59396266" "predicted gene, 24618"
"18548" "Gm24620" "" 0 "ENSMUSG00000064558" 1 "snoRNA" "13" "46920996" "46921125" "predicted gene, 24620"
"18549" "Gm24621" "" 0 "ENSMUSG00000064613" 1 "snRNA" "4" "129352144" "129352283" "predicted gene, 24621"
"18550" "Gm24622" "" 0 "ENSMUSG00000064553" 1 "snRNA" "X" "105631087" "105631248" "predicted gene, 24622"
"18551" "Gm24623" "" 0 "ENSMUSG00000064550" 1 "snRNA" "5" "97055491" "97055684" "predicted gene, 24623"
"18552" "Gm24624" "" 0 "ENSMUSG00000064551" 1 "snRNA" "X" "115255429" "115255592" "predicted gene, 24624"
"18553" "Gm24625" "" 0 "ENSMUSG00000064556" 1 "snoRNA" "14" "62758472" "62758601" "predicted gene, 24625"
"18554" "Gm24626" "" 0 "ENSMUSG00000064555" 1 "snRNA" "5" "85977486" "85977646" "predicted gene, 24626"
"18555" "Gm24629" "" 0 "ENSMUSG00000084711" 1 "misc_RNA" "8" "105930625" "105930713" "predicted gene, 24629"
"18556" "Gm24630" "" 0 "ENSMUSG00000084717" 1 "snRNA" "5" "150631509" "150631614" "predicted gene, 24630"
"18557" "Gm24631" "" 0 "ENSMUSG00000084714" 1 "snRNA" "9" "105878917" "105878997" "predicted gene, 24631"
"18558" "Gm24635" "" 0 "ENSMUSG00000084661" 1 "snRNA" "13" "80306782" "80306909" "predicted gene, 24635"
"18559" "Gm24637" "" 0 "ENSMUSG00000089299" 1 "snoRNA" "1" "165268194" "165268278" "predicted gene, 24637"
"18560" "Gm24638" "" 0 "ENSMUSG00000119713" 1 "snoRNA" "9" "101270178" "101270309" "predicted gene, 24638"
"18561" "Gm24639" "" 0 "ENSMUSG00000119160" 1 "snoRNA" "7" "59093379" "59093457" "predicted gene, 24639"
"18562" "Gm2464" "" 0 "ENSMUSG00000102215" 1 "lncRNA" "3" "13535499" "13536889" "predicted gene 2464"
"18563" "Gm24641" "" 0 "ENSMUSG00000119199" 1 "snRNA" "9" "109187297" "109187403" "predicted gene, 24641"
"18564" "Gm24644" "" 0 "ENSMUSG00000087739" 1 "scaRNA" "2" "103871014" "103871152" "predicted gene, 24644"
"18565" "Gm24646" "" 0 "ENSMUSG00000087734" 1 "snRNA" "9" "45790848" "45790946" "predicted gene, 24646"
"18566" "Gm24648" "" 0 "ENSMUSG00000087736" 1 "snoRNA" "17" "87361122" "87361253" "predicted gene, 24648"
"18567" "Gm24651" "" 0 "ENSMUSG00000119721" 1 "snRNA" "16" "47326682" "47326788" "predicted gene, 24651"
"18568" "Gm24652" "" 0 "ENSMUSG00000119088" 1 "snoRNA" "7" "59216839" "59216917" "predicted gene, 24652"
